titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,mainDirector,numVotes,mainDirectorBirthYear,mainDirectorDeathYear,MainDirectorPrimaryProfession,mainWriter,mainWriterBirthYear,mainWriterDeathYear,MainWriterPrimaryProfession,titleLength,genderVoters,worldPromotion,Downloads,prefVotersCountry,firstShownCountry,Cash,rating
tvEpisode,Before I Wake,Before I Wake,0,1998,\N,\N,"Action,Crime,Drama",Alan Simmonds,34,\N,\N,"director,assistant_director,producer",Bryce Zabel,\N,\N,"producer,writer,miscellaneous",13,20.0,1,3469,HN,KH,22503,6.1
tvEpisode,Garden of Evil,Garden of Evil,0,1998,\N,\N,"Action,Animation,Sci-Fi",Larry Houston,6,\N,\N,"art_department,producer,director",Martha Moran,\N,\N,"writer,miscellaneous,producer",14,5.0,0,1732,LV,MV,34815,6.22
movie,The Survivalist,The Survivalist,0,1987,\N,93,"Action,Drama,Sci-Fi",Sig Shore,117,1919,2006,"director,producer,writer",John V. Kraft,\N,\N,writer,15,63.0,1,9525,DE,PM,30626,5.65
movie,Left for Dead,Left for Dead,0,2010,\N,\N,"Comedy,Horror",Josh Etter,19,1992,\N,"camera_department,director,actor",Josh Etter,1992,\N,"camera_department,director,actor",13,3.0,1,2183,TG,MK,6473,5.75
movie,Eat Drink Man Woman,Yin shi nan nu,0,1994,\N,124,"Comedy,Drama,Romance",Ang Lee,15866,1954,\N,"director,producer,writer",Ang Lee,1954,\N,"director,producer,writer",14,6220.0,1,1346,UM,RW,43095,7.34
movie,Lady of the Dynasty,Wang chao de nu ren: Yang Gui Fei,0,2015,\N,122,"Drama,History,Romance",Yimou Zhang,443,1951,\N,"director,actor,writer",Zhihong Bian,\N,\N,writer,33,380.0,1,7926,PW,UY,30421,6.16
movie,Hidden Love,L'amore nascosto,0,2007,\N,100,Drama,Alessandro Capone,220,1955,\N,"director,writer,assistant_director",Alessandro Capone,1955,\N,"director,writer,assistant_director",16,142.0,0,5601,PL,MW,19803,6.16
tvEpisode,Swarm,Swarm,0,2005,\N,21,"Action,Animation,Sci-Fi",David Lane,10,1940,\N,"editor,director,editorial_department",Gerry Anderson,1929,2012,"writer,producer,director",5,4.0,0,7136,TJ,AF,17517,4.97
tvEpisode,A Tale of Two Cities,A Tale of Two Cities,0,2013,\N,48,Drama,John Slattery,1082,1962,\N,"actor,director,writer",Matthew Weiner,1965,\N,"writer,producer,miscellaneous",20,276.0,0,-1,SG,TF,2384,7.27
tvEpisode,The Beacon,The Beacon,0,2008,\N,43,Drama,Anthony Atkins,18,\N,\N,"director,assistant_director",Abigail Kinch,\N,\N,"writer,miscellaneous",10,14.0,0,8579,SJ,BB,41633,4.81
movie,The Skin I Live In,La piel que habito,0,2011,\N,120,"Drama,Horror,Thriller",Pedro Almodóvar,118593,1949,\N,"writer,director,soundtrack",Thierry Jonquet,1954,2009,"writer,actor",18,34780.0,1,5910,PW,RW,39325,7.41
videoGame,Bratz,Bratz,0,2002,\N,\N,Family,Dawn Hershey,57,\N,\N,"casting_director,casting_department,miscellaneous",Dan Danko,\N,\N,"writer,miscellaneous",5,41.0,0,3774,LC,CR,44652,4.44
tvSeries,Wild Moon,Luna salvaje,0,2000,2001,60,"Crime,Drama,Mystery",Hernán Abrahamnsohn,40,\N,\N,"director,camera_department,writer",Elena Antonietto,\N,\N,writer,12,21.0,1,1325,IR,EH,25028,6.82
tvEpisode,Big Brother,Big Brother,0,2013,\N,39,"Crime,Drama,Mystery",Steven DePaul,205,\N,\N,"producer,director,music_department",Shane Brennan,1957,\N,"producer,writer,miscellaneous",11,79.0,1,6918,SD,JO,62056,6.7
tvEpisode,Interrogation,Interrogation,0,2012,\N,24,Drama,Vin Diesel,10,1967,\N,"producer,actor,director",Vin Diesel,1967,\N,"producer,actor,director",13,8.0,0,3443,TK,IQ,62243,5.11
movie,Death of a Tea Master,Sen no Rikyu: Honkakubô ibun,0,1989,\N,107,"Drama,History",Kei Kumai,232,1929,2007,"writer,director,assistant_director",Yaeko Nogami,1885,1985,writer,28,108.0,1,-1,JM,LV,47299,7.34
short,Forbidden,Forbidden,0,2003,\N,6,"Drama,Short",Jeremy Angerson,8,1973,\N,"actor,director,writer",Jeremy Angerson,1973,\N,"actor,director,writer",9,2.0,0,730,VN,ES,43464,5.24
short,Amanda,Amanda,0,2006,\N,15,"Drama,Short",Pepe Caudillo,7,1974,\N,"producer,director,writer",Pepe Caudillo,1974,\N,"producer,director,writer",6,6.0,1,4898,CK,IO,58464,4.88
movie,"Turn Me On, Dammit!","Få meg på, for faen",0,2011,\N,76,"Comedy,Romance",Jannicke Systad Jacobsen,8539,\N,\N,"director,writer,producer",Jannicke Systad Jacobsen,\N,\N,"director,writer,producer",19,1698.0,0,5728,IT,CX,5858,5.48
tvSeries,Blue Spring Ride,Ao Haru Ride,0,2014,\N,122,"Animation,Comedy,Drama",Ai Yoshimura,2102,\N,\N,"director,assistant_director,art_department",Tomoko Konparu,1956,\N,"writer,director,miscellaneous",12,793.0,0,7571,LY,BN,34740,7.6
tvMovie,The Special Relationship,The Special Relationship,0,2010,\N,93,"Biography,Drama,History",Richard Loncraine,3913,1946,\N,"director,writer,actor",Peter Morgan,1963,\N,"writer,producer,actor",24,1643.0,1,7152,MD,BO,48502,6.63
movie,White Material,White Material,0,2009,\N,106,"Drama,War",Claire Denis,5701,1946,\N,"director,writer,assistant_director",Claire Denis,1946,\N,"director,writer,assistant_director",14,5264.0,1,3390,ID,BD,21281,6.04
movie,The Sentinel,The Sentinel,0,2006,\N,108,"Action,Crime,Thriller",Clark Johnson,45105,1954,\N,"actor,director,producer",George Nolfi,\N,\N,"writer,producer,director",12,18152.0,1,3967,VG,IQ,32393,6.21
short,Sinister,Sinister,0,2002,\N,4,"Short,Thriller",Nick Palumbo,112,1970,\N,"director,writer,producer",Nick Palumbo,1970,\N,"director,writer,producer",8,16.0,1,957,ET,TT,1613,6.63
tvEpisode,L'amour en fuite,L'amour en fuite,0,2011,\N,\N,"Crime,Drama,Romance",Gilles Bannier,6,\N,\N,"director,assistant_director,writer",Virginie Brac,\N,\N,"writer,miscellaneous,actress",16,2.0,1,386,CW,BQ,53866,7.15
short,Little Accidents,Little Accidents,0,2010,\N,\N,Short,Sara Colangelo,23,\N,\N,"director,writer,camera_department",Sara Colangelo,\N,\N,"director,writer,camera_department",16,16.0,0,1072,IL,BS,41535,5.72
tvEpisode,Rage,Rage,0,2006,\N,42,"Adventure,Drama,Romance",Whitney Ransick,590,\N,\N,"director,producer,writer",Jerry Siegel,1914,1996,"writer,miscellaneous,art_department",4,159.0,1,7722,NO,MF,61731,6.88
movie,Once Upon a Time in America,Once Upon a Time in America,0,1984,\N,229,"Crime,Drama",Sergio Leone,263574,1929,1989,"assistant_director,writer,director",Harry Grey,1901,1980,writer,27,237807.0,0,9756,NG,VE,52687,8.28
short,Between Us,Between Us,0,2017,\N,2,"Drama,Short",TechnoLunatic,11,\N,\N,"director,writer,cinematographer",TechnoLunatic,\N,\N,"director,writer,cinematographer",10,5.0,0,4956,AG,KE,9023,4.9
tvSeries,Persona,Persona,0,2016,2016,10,"Crime,Sci-Fi",C.G. Simmons,8,\N,\N,"director,writer,producer",C.G. Simmons,\N,\N,"director,writer,producer",7,7.0,0,5969,SI,DO,24076,8.1
movie,An Unmarried Woman,An Unmarried Woman,0,1978,\N,124,"Comedy,Drama,Romance",Paul Mazursky,3950,1930,2014,"actor,miscellaneous,writer",Paul Mazursky,1930,2014,"actor,miscellaneous,writer",18,3642.0,0,9323,UM,PH,25737,6.55
short,A Perfect Day,A Perfect Day,0,2011,\N,19,"Crime,Drama,Short",Adam Rubin,8,1970,\N,"director,producer,writer",Adam Rubin,1970,\N,"director,producer,writer",13,3.0,1,5459,SV,BQ,50815,6.59
tvEpisode,Hunter,Hunter,0,1976,\N,54,"Action,Adventure,Drama",Tom Gries,8,1922,1977,"director,writer,producer",William Blinn,1938,\N,"writer,producer,miscellaneous",6,6.0,0,8325,GR,LA,28584,6.75
movie,Siren,Sairen,0,2006,\N,87,"Horror,Thriller",Yukihiko Tsutsumi,661,1955,\N,"director,writer,actor",Naoya Takayama,\N,\N,writer,6,46.0,0,-1,AI,GE,8869,6.13
tvEpisode,The Candidate,The Candidate,0,1982,\N,45,"Drama,Romance",Ernest Pintoff,21,1931,2002,"director,music_department,producer",Earl Hamner Jr.,1923,2016,"writer,producer,actor",13,1.0,0,8390,PR,LC,37326,6.56
movie,Jumpin' at the Boneyard,Jumpin' at the Boneyard,0,1991,\N,107,Drama,Jeff Stanzler,445,\N,\N,"writer,director,producer",Jeff Stanzler,\N,\N,"writer,director,producer",23,120.0,1,8350,MO,GW,17093,6.34
movie,The Joneses,The Joneses,0,2011,\N,117,"Comedy,Drama",Chris Tyrrell,86,1974,\N,"writer,producer,director",Stacey Cruwys,1974,\N,"actress,writer,editor",11,28.0,0,-1,MV,LY,9736,6.79
tvEpisode,Meet the Parent,Meet the Parent,0,2013,\N,22,Comedy,Jason Winer,67,\N,\N,"producer,director,writer",Josh Gad,1981,\N,"actor,producer,writer",15,26.0,1,-1,EC,MD,11755,7.52
movie,Maya,Maya,0,1961,\N,\N,"Drama,Romance",D.D. Kashyap,44,1910,1988,"director,writer,producer",Qamar Jalalabadi,1919,2003,"music_department,writer,soundtrack",4,11.0,1,8126,LA,KW,61087,6.26
movie,Cassandra's Dream,Cassandra's Dream,0,2007,\N,108,"Crime,Drama,Romance",Woody Allen,47308,1935,\N,"writer,director,actor",Woody Allen,1935,\N,"writer,director,actor",17,22706.0,0,6575,MT,BY,13968,7.02
tvSeries,Talk About,Talk About,0,1988,1989,30,Game-Show,Michael Watt,11,\N,\N,"director,producer",Mark Maxwell-Smith,1947,\N,"writer,producer,actor",10,8.0,0,8363,HK,TN,57745,7.16
movie,Shadow of the Thin Man,Shadow of the Thin Man,0,1941,\N,97,"Comedy,Crime,Mystery",W.S. Van Dyke,4613,1889,1943,"director,writer,producer",Irving Brecher,1914,2008,"producer,writer,director",22,4429.0,0,9535,BH,HN,8827,6.87
movie,Lonely Are the Brave,Lonely Are the Brave,0,1962,\N,107,"Drama,Western",David Miller,6910,1909,1992,"director,writer,producer",Dalton Trumbo,1905,1976,"writer,actor,director",20,5310.0,1,7056,RE,KH,7920,6.76
tvEpisode,The Hammer,The Hammer,0,2017,\N,42,"Crime,Drama,Romance",John Scott,159,1966,\N,"camera_department,director,producer",Allan Heinberg,1967,\N,"producer,writer,miscellaneous",10,83.0,1,1664,PT,GF,59350,6.32
tvEpisode,Leap of Faith,Leap of Faith,0,2012,\N,\N,"Comedy,Drama,Romance",Chris Martin-Jones,6,\N,\N,"director,producer,miscellaneous",Bevan Lee,\N,\N,"miscellaneous,writer,editorial_department",13,3.0,0,9601,NE,SE,37116,7.04
tvEpisode,The Funeral,The Funeral,0,2016,\N,21,Comedy,Betsy Thomas,85,1966,\N,"producer,writer,director",Nicholas Stoller,1976,\N,"writer,producer,director",11,83.0,1,341,KY,MF,52798,6.7
movie,Bird on a Wire,Bird on a Wire,0,1990,\N,110,"Action,Comedy",John Badham,35381,1939,\N,"director,producer,actor",Louis Venosta,\N,\N,"writer,director,actor",14,10811.0,1,9885,VA,NG,32852,7.3
tvEpisode,Gardens,Gardens,0,2009,\N,29,"Comedy,Game-Show",Ian Lorimer,74,\N,\N,"director,editorial_department",John Lloyd,1951,\N,"writer,producer,director",7,46.0,1,52,CR,LT,5031,6.94
tvSeries,Time of Your Life,Time of Your Life,0,1999,2001,60,Drama,Robert Berlinger,288,\N,\N,"director,producer",Christopher Keyser,1960,\N,"writer,producer,director",17,110.0,1,4873,VA,YE,35311,6.79
short,Baby Doll,Baby Doll,0,1998,\N,11,Short,Brian Kirk,28,1968,\N,"director,producer",Jane Harris,1961,\N,writer,9,13.0,1,-1,ER,GF,60313,7.25
tvEpisode,Lost in Translation,Lost in Translation,0,2016,\N,\N,"Comedy,Drama,Family",Tommy Lynch,11,1956,\N,"producer,writer,director",Jan Caruana,\N,\N,"producer,writer,miscellaneous",19,7.0,1,3711,BR,NI,25761,7.21
tvEpisode,Second Chance,Second Chance,0,1980,\N,\N,"Adventure,Drama,Family",Allan Eastman,11,1950,\N,"director,producer,actor",Wallace Bennett,\N,\N,writer,13,5.0,0,3245,TF,PH,10475,7.03
short,The Gift,The Gift,0,2013,\N,8,"Animation,Short",Julio Pot,103,\N,\N,"director,writer,composer",Julio Pot,\N,\N,"director,writer,composer",8,49.0,1,5461,CZ,MF,23468,6.41
movie,Fist of Legends 2: Iron Bodyguards,Jing wu ying xiong 2: Tie bao biao,0,1996,\N,90,Action,Robert Tai,82,1953,2017,"actor,stunts,director",George Tan,\N,\N,"producer,writer,casting_director",34,64.0,0,4477,BW,MA,26631,5.22
short,8,8,0,2017,\N,8,"Horror,Mystery,Short",Irina Guivan,13,\N,\N,director,Nikita Vorozhishchev,1986,\N,"writer,actor,editor",1,2.0,0,7081,KP,BS,34566,7.51
movie,La petite mort,La petite mort,0,2009,\N,76,"Horror,Thriller",Marcel Walz,158,1986,\N,"director,writer,producer",Martin Hentschel,1984,\N,"actor,camera_department,producer",14,21.0,0,6677,BV,BS,41608,6.44
tvSeries,Conviction,Conviction,0,2006,2006,60,"Crime,Drama,Mystery",Jeffrey Reiner,835,\N,\N,"producer,director,editor",Rick Eid,\N,\N,"producer,writer,miscellaneous",10,392.0,0,2232,TF,SB,56684,7.62
short,Cross,Cross,0,2011,\N,15,Short,Marina Vroda,57,\N,\N,"director,writer,editor",Marina Vroda,\N,\N,"director,writer,editor",5,10.0,1,8756,IE,PR,6779,3.25
tvEpisode,Deadline,Deadline,0,1991,\N,27,"Comedy,Crime,Fantasy",Walter Hill,428,1942,\N,"producer,writer,director",Steven Dodd,\N,\N,writer,8,385.0,1,981,NU,MF,47638,5.28
movie,Inferno,Inferno,0,1953,\N,83,"Crime,Drama,Romance",Roy Ward Baker,1031,1916,2010,"director,assistant_director,miscellaneous",Francis M. Cockrell,1906,1987,"writer,director",7,819.0,1,-1,PG,AE,15692,6.34
tvEpisode,The Professor,The Professor,0,1986,\N,48,"Crime,Drama,Mystery",Bill Duke,67,1943,\N,"director,actor,producer",Dean Hargrove,1938,\N,"producer,writer,miscellaneous",13,25.0,1,8204,LS,BY,39488,6.5
tvMovie,Personal Effects,Personal Effects,0,2005,\N,91,"Drama,Mystery,Thriller",Michael Scott,121,\N,\N,"director,producer,editorial_department",David Golden,\N,\N,"writer,producer,director",16,109.0,0,8830,LV,DJ,45899,6.79
video,Nemesis 2: Nebula,Nemesis 2: Nebula,0,1995,\N,83,"Action,Sci-Fi,Thriller",Albert Pyun,1437,1954,\N,"director,writer,producer",Rebecca Charles,\N,\N,writer,17,1230.0,0,4693,ME,JM,4768,5.01
short,Unspoken,Unspoken,0,2015,\N,\N,"Drama,Short",Austin Smagalski,5,\N,\N,"editor,director,writer",Austin Smagalski,\N,\N,"editor,director,writer",8,3.0,0,5041,SC,AU,22125,4.83
movie,Wolf Summer,Ulvesommer,0,2003,\N,87,"Adventure,Drama,Family",Peder Norlund,905,\N,\N,"cinematographer,director,writer",Peder Norlund,\N,\N,"cinematographer,director,writer",10,742.0,0,1456,HU,CK,14511,7.04
tvMovie,Strangers,Strangers,0,1992,\N,85,"Drama,Romance",Wayne Wang,50,1949,\N,"director,producer,writer",John Bellucci,\N,\N,"writer,producer,actor",9,49.0,0,7369,SE,ZW,3269,6.05
movie,The Package,The Package,0,1989,\N,108,"Action,Crime,Drama",Andrew Davis,7389,1946,\N,"director,cinematographer,writer",John Bishop,1929,2006,writer,11,6908.0,0,1882,QA,JO,18306,5.17
tvEpisode,Seed,Seed,0,2012,\N,43,"Drama,Horror,Sci-Fi",Ernest R. Dickerson,10183,1951,\N,"director,cinematographer,camera_department",Frank Darabont,1959,\N,"writer,producer,director",4,5887.0,1,7810,BL,GL,20005,3.51
tvEpisode,Catherine,Catherine,0,2017,\N,44,"Crime,Drama,Thriller",Samuel Donovan,164,\N,\N,"director,assistant_director,production_manager",Harry Williams,\N,\N,"writer,producer,actor",9,120.0,0,9101,PL,IR,60573,4.85
video,Scooby-Doo and the Cyber Chase,Scooby-Doo and the Cyber Chase,0,2001,\N,74,"Action,Adventure,Animation",Jim Stenstrum,4303,\N,\N,"animation_department,art_department,art_director",Mark Turosz,1970,\N,"writer,actor",30,3884.0,1,5957,UG,CN,25706,6.8
movie,Green Lantern,Green Lantern,0,2011,\N,114,"Action,Adventure,Sci-Fi",Martin Campbell,245780,1943,\N,"director,producer,actor",Greg Berlanti,1972,\N,"producer,writer,director",13,47541.0,1,5869,LY,NL,40710,5.94
short,Mind Game,Mind Game,0,2010,\N,12,"Drama,Family,Short",Tim Wade,12,1994,\N,"actor,writer,director",Reuben Doornenbal,\N,\N,"art_department,actor,writer",9,11.0,0,2385,UA,ID,61783,7.63
movie,A War,Krigen,0,2015,\N,115,"Crime,Drama,War",Tobias Lindholm,7867,1977,\N,"writer,director,actor",Tobias Lindholm,1977,\N,"writer,director,actor",6,5338.0,0,6474,CN,UA,56717,6.28
tvEpisode,Mother's Day,Mother's Day,0,1997,\N,24,"Adventure,Animation,Comedy",Sheldon Arnst,76,\N,\N,"miscellaneous,animation_department,director",Arlene Klasky,1949,\N,"producer,writer,animation_department",12,18.0,0,9441,QA,SY,56447,6.17
tvEpisode,The Morning After,The Morning After,0,1997,\N,\N,Drama,Eleanore Lindo,6,\N,\N,"director,actress,writer",Constance M. Burge,\N,\N,"producer,writer,miscellaneous",17,1.0,0,8238,MO,BG,42503,6.43
tvEpisode,Lockdown,Lockdown,0,2002,\N,45,"Drama,Romance",Jonathan Kaplan,376,1947,\N,"producer,director,actor",Michael Crichton,1942,2008,"writer,producer,director",8,17.0,1,-1,CZ,MP,37203,6.96
tvEpisode,The Escape,The Escape,0,1964,\N,25,"Adventure,Drama,Family",Richard Martin,551,\N,\N,"director,actor,producer",Terry Nation,1930,1997,"writer,miscellaneous,producer",10,344.0,1,1051,EC,MD,35770,6.54
short,Silence,Shtika,0,2008,\N,18,"Drama,Short",Hadar Morag,5,\N,\N,"director,writer,producer",Adi Hillel,\N,\N,writer,6,2.0,1,3988,LS,NL,51863,7.09
short,Long Branch,Long Branch,0,2011,\N,14,"Comedy,Drama,Romance",Dane Clark,278,\N,\N,"writer,director,producer",Dane Clark,\N,\N,"writer,director,producer",11,25.0,0,6110,JM,MS,7208,7.69
movie,Jackpot,Jackpot,0,1975,\N,70,Crime,Terence Young,15,1915,1994,"director,writer,miscellaneous",Peter Draper,1925,2004,writer,7,7.0,1,2731,ET,PE,19686,6.82
tvEpisode,Vertigo,Vertigo,0,2013,\N,45,"Action,Adventure,Crime",Wendey Stanzler,3605,\N,\N,"director,editor,producer",Greg Berlanti,1972,\N,"producer,writer,director",7,1940.0,1,3791,VA,BL,55604,7.99
tvEpisode,Toxin,Toxin,0,2005,\N,55,"Crime,Drama,Mystery",Jefery Levy,189,1958,\N,"director,producer,writer",Nicolas Falacci,\N,\N,"writer,producer,director",5,125.0,0,8199,ZW,GQ,20862,2.88
tvEpisode,The Third Man,The Third Man,0,1973,\N,51,"Adventure,Drama,Western",Charles S. Dubin,63,1919,2011,"director,producer,actor",Ed Spielman,\N,\N,"writer,producer,miscellaneous",13,49.0,0,-1,BV,ZM,54919,7.69
short,Lucha,Lucha,0,2009,\N,15,"Drama,Romance,Short",Maria Breaux,15,\N,\N,"writer,producer,director",Maria Breaux,\N,\N,"writer,producer,director",5,11.0,1,5171,BD,AW,42617,8.06
tvEpisode,David Bowie,David Bowie,0,2006,\N,30,"Comedy,Drama",Ricky Gervais,651,1961,\N,"writer,producer,actor",Ricky Gervais,1961,\N,"writer,producer,actor",11,641.0,1,8142,HN,IM,38474,7.96
tvMovie,Shadow of Fear,Shadow of Fear,0,2012,\N,88,Thriller,Michael Lohmann,468,\N,\N,"cinematographer,camera_department,producer",Stacey K. Pantazis,\N,\N,"miscellaneous,producer,writer",14,123.0,0,3579,KI,BR,48176,5.66
tvEpisode,Eat,Eat,0,2007,\N,25,"Family,Music",Scott Schultz,20,\N,\N,"writer,director,producer",Scott Schultz,\N,\N,"writer,director,producer",3,17.0,0,-1,SH,TD,60083,4.34
tvEpisode,The Whole Truth,The Whole Truth,0,2007,\N,56,"Crime,Drama,Fantasy",Leslie Libman,126,\N,\N,"director,producer,miscellaneous",Glenn Gordon Caron,1954,\N,"writer,producer,director",15,121.0,1,7929,UG,GP,42248,5.93
tvEpisode,The Spirit,The Spirit,0,2003,\N,\N,"Action,Crime,Drama",Skipp Sudduth,25,1956,\N,"actor,director",Edward Allen Bernero,1962,\N,"producer,writer,miscellaneous",10,24.0,1,6710,IN,GH,51653,5.71
movie,Another World,Another World,0,2014,\N,87,"Biography,Documentary,Drama",Rebecca Chaiklin,28,\N,\N,"producer,director,camera_department",Mark Monroe,\N,\N,"writer,producer,actor",13,20.0,1,-1,PG,AX,6495,5.1
movie,Jaanwar,Jaanwar,0,1999,\N,172,"Action,Crime,Drama",Suneel Darshan,2184,\N,\N,"producer,writer,director",Robin Bhatt,\N,\N,"writer,assistant_director,actor",7,1613.0,1,4285,GW,VN,42075,7.78
tvEpisode,Reality,Reality,0,2001,\N,\N,Comedy,Armando Iannucci,12,1963,\N,"writer,producer,director",Armando Iannucci,1963,\N,"writer,producer,director",7,4.0,0,7272,LC,MD,48930,6.24
tvEpisode,The Song Remains the Same,The Song Remains the Same,0,1996,\N,23,"Comedy,Romance",Tom Cherones,88,\N,\N,"director,producer,actor",Paul Simms,\N,\N,"writer,producer,miscellaneous",25,28.0,1,3789,LA,PG,46538,8.8
tvSeries,Bratz,Bratz,0,2015,\N,\N,Animation,Musa Brooker,19,\N,\N,"animation_department,director,producer",Heidi Gardner,\N,\N,"actress,writer",5,14.0,0,8817,TR,KH,52898,4.44
tvEpisode,Abandoned,Abandoned,0,1991,\N,\N,"Action,Drama",Jerry Ciccoritti,9,1956,\N,"director,producer,writer",Sam Egan,\N,\N,"writer,producer,miscellaneous",9,7.0,1,8693,AO,TC,18728,5.54
tvEpisode,Elvis,Elvis,0,2016,\N,28,Comedy,Scot Armstrong,120,1970,\N,"producer,writer,director",Scot Armstrong,1970,\N,"producer,writer,director",5,67.0,0,8750,BY,HU,57067,7.68
tvMovie,Meet Me in St. Louis,Meet Me in St. Louis,0,1966,\N,26,"Comedy,Drama,Family",Jeffrey Hayden,141,1926,2016,"director,producer,writer",Sally Benson,1897,1972,"writer,miscellaneous",20,105.0,0,2541,KI,RO,42494,7.07
tvShort,Negative Space,Negative Space,0,2000,\N,39,"Documentary,Short",Christopher Petit,7,1949,\N,"director,writer,cinematographer",Manny Farber,1917,2008,writer,14,2.0,0,-1,LK,BT,5251,7.39
video,The Alchemist,The Alchemist,0,2010,\N,12,"Comedy,Romance,Short",Louis Maddiford,7,\N,\N,"director,cinematographer,camera_department",Janet Pettigrew,\N,\N,"actress,writer",13,6.0,1,209,PE,YT,34446,4.07
movie,Luke and Lucy: The Texas Rangers,Suske en Wiske: De Texas rakkers,0,2009,\N,80,"Adventure,Animation,Comedy",Wim Bien,421,\N,\N,"animation_department,visual_effects,director",Guy Mortier,1943,\N,"actor,writer",32,364.0,0,-1,NA,ER,8475,5.86
tvEpisode,Part 2,Part 2,0,2009,\N,47,"Crime,Drama,Thriller",Christopher Menaul,59,\N,\N,"director,writer,miscellaneous",Lynda La Plante,1943,\N,"writer,actress,producer",6,31.0,1,-1,BG,TV,18926,8.09
movie,Gui yao gui,Gui yao gui,0,1989,\N,87,"Action,Comedy,Horror",Ricky Lau,280,1949,\N,"director,actor,cinematographer",Chi-Leung Shum,\N,\N,"writer,miscellaneous,actor",11,114.0,0,8977,TW,MD,47586,6.87
movie,"Sinbad, the Sailor","Sinbad, the Sailor",0,1947,\N,116,"Adventure,Fantasy,Romance",Richard Wallace,1590,1894,1951,"director,writer,producer",John Twist,1898,1976,"writer,producer,miscellaneous",18,832.0,1,-1,BR,PG,26870,6.69
movie,The Raven,The Raven,0,2012,\N,110,"Crime,Mystery,Thriller",James McTeigue,78343,\N,\N,"assistant_director,director,art_department",Hannah Shakespeare,\N,\N,"writer,producer,miscellaneous",9,31008.0,1,8180,RE,BV,13084,7.03
movie,En face,En face,0,2000,\N,90,Thriller,Mathias Ledoux,340,1953,2005,"director,camera_department,producer",Valérie Guignabodet,1965,2016,"writer,director,actress",7,244.0,0,-1,IM,BT,32552,5.08
movie,Too Late,Too Late,0,2015,\N,107,"Drama,Mystery,Thriller",Dennis Hauck,2046,1979,\N,"producer,director,writer",Dennis Hauck,1979,\N,"producer,director,writer",8,234.0,1,4042,PA,TJ,46346,6.25
short,Hunted,Hunted,0,2002,\N,2,"Action,Short",Jason Impey,13,1984,\N,"director,editor,cinematographer",Jason Impey,1984,\N,"director,editor,cinematographer",6,5.0,0,1608,KY,US,50925,6.79
movie,Lady of Steel,Huang jiang nu xia,0,1970,\N,\N,"Action,Adventure",Meng Hua Ho,111,1923,2009,"director,writer,assistant_director",Jen Liang,\N,\N,writer,18,72.0,1,4675,TG,BL,9798,6.78
tvEpisode,Monster,Monster,0,1998,\N,46,"Crime,Drama,Mystery",Edwin Sherin,133,1930,2017,"producer,director,miscellaneous",Dick Wolf,1946,\N,"writer,producer,miscellaneous",7,47.0,1,7261,SK,SX,26067,7.36
movie,Johanna,Johanna,0,2005,\N,86,"Drama,Musical",Kornél Mundruczó,413,1975,\N,"actor,director,writer",Yvette Biro,1930,\N,"miscellaneous,writer",7,88.0,0,286,BF,SJ,45759,5.72
movie,The Legend of Bagger Vance,The Legend of Bagger Vance,0,2000,\N,126,"Drama,Fantasy,Sport",Robert Redford,49588,1936,\N,"producer,actor,director",Steven Pressfield,1943,\N,"writer,miscellaneous",26,44003.0,0,-1,GY,MV,34961,7.55
movie,Tammy and the Bachelor,Tammy and the Bachelor,0,1957,\N,89,"Comedy,Romance",Joseph Pevney,1903,1911,2008,"director,actor,producer",Oscar Brodney,1907,2008,"writer,producer,soundtrack",22,526.0,0,3117,GH,BL,60006,7.35
movie,Lourdes,Lourdes,0,2009,\N,96,Drama,Jessica Hausner,2798,1972,\N,"writer,director,producer",Géraldine Bajard,\N,\N,"writer,miscellaneous,casting_director",7,1264.0,1,3694,BT,SG,9884,6.65
short,Unconditional,Unconditional,0,2013,\N,6,"Comedy,Short",Elena Ortiz,6,\N,\N,"editor,editorial_department,producer",Elena Ortiz,\N,\N,"editor,editorial_department,producer",13,6.0,0,6062,BO,EE,34982,7.22
tvEpisode,Sympathy for the Devil,Sympathy for the Devil,0,1997,\N,60,"Drama,Mystery,Thriller",Lou Antonio,9,1934,\N,"director,actor,producer",David E. Kelley,1956,\N,"writer,producer,miscellaneous",22,8.0,0,7907,PN,HT,58554,6.78
tvSeries,Love and Punishment,Ask ve ceza,0,2010,2011,\N,"Action,Drama,Romance",Kudret Sabanci,838,1966,\N,"director,actor,writer",Mehmet Bilal,\N,\N,writer,11,7.0,0,-1,AZ,BN,54590,8.38
tvEpisode,Love Hurts,Love Hurts,0,1994,\N,23,Comedy,Shelley Jensen,214,\N,\N,"director,producer,assistant_director",Benny Medina,1958,\N,"producer,writer,actor",10,69.0,0,2791,SS,TO,16814,6.23
tvEpisode,Fugitive,Fugitive,0,1957,\N,30,Western,John English,13,1903,1969,"director,editor,writer",Frederick Louis Fox,1902,1981,writer,8,11.0,1,6313,GN,PY,50998,7.89
movie,The Angriest Man in Brooklyn,The Angriest Man in Brooklyn,0,2014,\N,83,"Comedy,Drama",Phil Alden Robinson,19081,1950,\N,"writer,director,producer",Daniel Taplitz,\N,\N,"writer,director,producer",28,12048.0,1,-1,BB,AW,46686,6.14
